653000	克孜勒苏柯尔克孜自治州
653100	喀什地区
653200	和田地区
654000	伊犁州
654200	塔城地区
654300	阿勒泰地区
654400	石河子市
654500	阿拉尔市
659900	新疆未知
710000	台湾省
710100	台北
710200	高雄
710400	台中
710500	台南
710600	新竹
710700	嘉义
710900	宜兰
711100	桃园
711400	彰化
711500	南投
711700	云林
712000	屏东
712100	台东
712200	花莲
712300	澎湖
719900	台湾省未知
810000	香港
819900	香港未知
820000	澳门
829900	澳门未知
980000	中国未知
991000	亚洲
991004	阿富汗
991031	阿塞拜疆
991048	巴林
991050	孟加拉
991051	亚美尼亚
991064	不丹
991096	文莱
991104	缅甸
991116	柬埔寨
991144	斯里兰卡
991268	格鲁吉亚
991275	巴勒斯坦
991356	印度
991360	印度尼西亚
991364	伊朗
991368	伊拉克
991376	以色列
991392	日本
991398	哈萨克斯坦
991400	约旦
991408	朝鲜
991410	韩国
991414	科威特
991417	吉尔吉斯斯坦
991418	老挝
991422	黎巴嫩
991458	马来西亚
991462	马尔代夫
991496	蒙古国
991512	阿曼
991524	尼泊尔
991586	巴基斯坦
991608	菲律宾
991626	东帝汶
991634	卡塔尔
991682	沙特阿拉伯
991702	新加坡
991704	越南
991760	叙利亚
991762	塔吉克斯坦
991764	泰国
991784	阿联酋
991795	土库曼斯坦
991860	乌兹别克斯坦
991887	也门
992000	非洲
992012	阿尔及利亚
992024	安哥拉
992072	博茨瓦纳
992108	布隆迪
992120	喀麦隆
992132	佛得角
992140	中非
992148	乍得
992174	科摩罗
992178	刚果（布）
992180	刚果（金）
992204	贝宁
992226	赤道几内亚
992231	埃塞俄比亚
992232	厄立特里亚
992262	吉布提
992266	加蓬
992270	冈比亚
992288	加纳
992324	几内亚
992384	科特迪瓦
992404	肯尼亚
992426	莱索托
992430	利比里亚
992434	利比亚
992450	马达加斯加
992454	马拉维
992466	马里
992478	毛里塔尼亚
992480	毛里求斯
992504	摩洛哥
992508	莫桑比克
992516	纳米比亚
992562	尼日尔
992566	尼日利亚
992624	几内亚比绍
992646	卢旺达
992678	圣多美和普林西比
992686	塞内加尔
992690	塞舌尔
992694	塞拉利昂
992706	索马里
992710	南非
992716	津巴布韦
992728	南苏丹
992729	苏丹
992748	斯威士兰
992768	多哥
992788	突尼斯
992800	乌干达
992818	埃及
992834	坦桑尼亚
992854	布基纳法索
992894	赞比亚
993000	欧洲
993008	阿尔巴尼亚
993020	安道尔
993040	奥地利
993056	比利时
993070	波黑
993100	保加利亚
993112	白俄罗斯
993191	克罗地亚
993196	塞浦路斯
993203	捷克
993208	丹麦
993233	爱沙尼亚
993246	芬兰
993250	法国
993276	德国
993300	希腊
993336	梵蒂冈
993348	匈牙利
993352	冰岛
993372	爱尔兰
993380	意大利
993428	拉脱维亚
993438	列支敦士登
993440	立陶宛
993442	卢森堡
993470	马耳他
993492	摩纳哥
993498	摩尔多瓦
993499	黑山
993528	荷兰
993578	挪威
993616	波兰
993620	葡萄牙
993642	罗马尼亚
993643	俄罗斯
993674	圣马力诺
993688	塞尔维亚
993703	斯洛伐克
993705	斯洛文尼亚
993724	西班牙
993752	瑞典
993756	瑞士
993792	土耳其
993804	乌克兰
993807	马其顿
993826	英国
994000	北美洲
994028	安提瓜和巴布达
994044	巴哈马
994052	巴巴多斯
994084	伯利兹
994124	加拿大
994188	哥斯达黎加
994192	古巴
994212	多米尼克
994214	多米尼加
994222	萨尔瓦多
994308	格林纳达
994320	危地马拉
994332	海地
994340	洪都拉斯
994388	牙买加
994484	墨西哥
994558	尼加拉瓜
994591	巴拿马
994659	圣基茨和尼维斯
994662	圣卢西亚
994670	圣文森特和格林纳丁斯
994780	特立尼达和多巴哥
994840	美国
995000	南美洲
995032	阿根廷
995068	玻利维亚
995076	巴西
995152	智利
995170	哥伦比亚
995218	厄瓜多尔
995328	圭亚那
995600	巴拉圭
995604	秘鲁
995740	苏里南
995858	乌拉圭
995862	委内瑞拉
996000	大洋洲
996036	澳大利亚
996090	所罗门群岛
996242	斐济
996296	基里巴斯
996520	瑙鲁
996548	瓦努阿图
996554	新西兰
996583	密克罗尼西亚联邦
996584	马绍尔群岛
996585	帕劳
996598	巴布亚新几内亚
996776	汤加
996798	图瓦卢
996882	萨摩亚
