110000	北京市
119900	北京市未知
120000	天津市
129900	天津市未知
130000	河北省
130100	石家庄市
130200	唐山市
130300	秦皇岛市
130400	邯郸市
130500	邢台市
130600	保定市
130700	张家口市
130800	承德市
130900	沧州市
131000	廊坊市
131100	衡水市
139900	河北省未知
140000	山西省
140100	太原市
140200	大同市
140300	阳泉市
140400	长治市
140500	晋城市
140600	朔州市
140700	晋中市
140800	运城市
140900	忻州市
141000	临汾市
141100	吕梁市
149900	山西省未知
150000	内蒙古
150100	呼和浩特市
150200	包头市
150300	乌海市
150400	赤峰市
150500	通辽市
150600	鄂尔多斯市
150700	呼伦贝尔市
150800	巴彦淖尔市
150900	乌兰察布市
152200	兴安盟
152500	锡林郭勒盟
152900	阿拉善盟
159900	内蒙古未知
210000	辽宁省
210100	沈阳市
210200	大连市
210300	鞍山市
210400	抚顺市
210500	本溪市
210600	丹东市
210700	锦州市
210800	营口市
210900	阜新市
211000	辽阳市
211100	盘锦市
211200	铁岭市
211300	朝阳市
211400	葫芦岛市
219900	辽宁省未知
220000	吉林省
220100	长春市
220200	吉林市
220300	四平市
220400	辽源市
220500	通化市
220600	白山市
220700	松原市
220800	白城市
222400	延边州
229900	吉林省未知
230000	黑龙江省
230100	哈尔滨市
230200	齐齐哈尔市
230300	鸡西市
230400	鹤岗市
230500	双鸭山市
230600	大庆市
230700	伊春市
230800	佳木斯市
230900	七台河市
231000	牡丹江市
231100	黑河市
231200	绥化市
232700	大兴安岭地区
239900	黑龙江省未知
310000	上海市
319900	上海市未知
320000	江苏省
320100	南京市
320200	无锡市
320300	徐州市
320400	常州市
320500	苏州市
320600	南通市
320700	连云港市
320800	淮安市
320900	盐城市
321000	扬州市
321100	镇江市
321200	泰州市
321300	宿迁市
329900	江苏省未知
330000	浙江省
330100	杭州市
330200	宁波市
330300	温州市
330400	嘉兴市
330500	湖州市
330600	绍兴市
330700	金华市
330800	衢州市
330900	舟山市
331000	台州市
331100	丽水市
339900	浙江省未知
340000	安徽省
340100	合肥市
340200	芜湖市
340300	蚌埠市
340400	淮南市
340500	马鞍山市
340600	淮北市
340700	铜陵市
340800	安庆市
341000	黄山市
341100	滁州市
341200	阜阳市
341300	宿州市
341400	巢湖市
341500	六安市
341600	亳州市
341700	池州市
341800	宣城市
349900	安徽省未知
350000	福建省
350100	福州市
350200	厦门市
350300	莆田市
350400	三明市
350500	泉州市
350600	漳州市
350700	南平市
350800	龙岩市
350900	宁德市
359900	福建省未知
360000	江西省
360100	南昌市
360200	景德镇市
360300	萍乡市
360400	九江市
360500	新余市
360600	鹰潭市
360700	赣州市
360800	吉安市
360900	宜春市
361000	抚州市
361100	上饶市
369900	江西省未知
370000	山东省
370100	济南市
370200	青岛市
370300	淄博市
370400	枣庄市
370500	东营市
370600	烟台市
370700	潍坊市
370800	济宁市
370900	泰安市
371000	威海市
371100	日照市
371200	莱芜市
371300	临沂市
371400	德州市
371500	聊城市
371600	滨州市
371700	菏泽市
379900	山东省未知
410000	河南省
410100	郑州市
410200	开封市
410300	洛阳市
410400	平顶山市
410500	安阳市
410600	鹤壁市
410700	新乡市
410800	焦作市
410900	濮阳市
411000	许昌市
411100	漯河市
411200	三门峡市
411300	南阳市
411400	商丘市
411500	信阳市
411600	周口市
411700	驻马店市
411800	济源市
419900	河南省未知
420000	湖北省
420100	武汉市
420200	黄石市
420300	十堰市
420500	宜昌市
420600	襄阳市
420700	鄂州市
420800	荆门市
420900	孝感市
421000	荆州市
421100	黄冈市
421200	咸宁市
421300	随州市
422800	恩施州
422900	仙桃市
423000	潜江市
423100	天门市
423200	神农架林区
429900	湖北省未知
430000	湖南省
430100	长沙市
430200	株洲市
430300	湘潭市
430400	衡阳市
430500	邵阳市
430600	岳阳市
430700	常德市
430800	张家界市
430900	益阳市
431000	郴州市
431100	永州市
431200	怀化市
431300	娄底市
433100	湘西州
439900	湖南省未知
440000	广东省
440100	广州市
440200	韶关市
440300	深圳市
440400	珠海市
440500	汕头市
440600	佛山市
440700	江门市
440800	湛江市
440900	茂名市
441200	肇庆市
441300	惠州市
441400	梅州市
441500	汕尾市
441600	河源市
441700	阳江市
441800	清远市
441900	东莞市
442000	中山市
445100	潮州市
445200	揭阳市
445300	云浮市
449900	广东省未知
450000	广西
450100	南宁市
450200	柳州市
450300	桂林市
450400	梧州市
450500	北海市
450600	防城港市
450700	钦州市
450800	贵港市
450900	玉林市
451000	百色市
451100	贺州市
451200	河池市
451300	来宾市
451400	崇左市
459900	广西未知
460000	海南省
460100	海口市
460200	三亚市
460300	五指山市
460400	琼海市
460500	儋州市
460600	文昌市
460700	万宁市
460800	东方市
462100	定安县
462300	澄迈县
462400	临高县
462500	白沙黎族自治县
462600	昌江黎族自治县
462800	陵水黎族自治县
462900	保亭黎族苗族自治县
469022	屯昌县
469900	海南省未知
500000	重庆市
509900	重庆市未知
510000	四川省
510100	成都市
510300	自贡市
510400	攀枝花市
510500	泸州市
510600	德阳市
510700	绵阳市
510800	广元市
510900	遂宁市
511000	内江市
511100	乐山市
511300	南充市
511400	眉山市
511500	宜宾市
511600	广安市
511700	达州市
511800	雅安市
511900	巴中市
512000	资阳市
513200	阿坝州
513300	甘孜州
513400	凉山州
519900	四川省未知
520000	贵州省
520100	贵阳市
520200	六盘水市
520300	遵义市
520400	安顺市
522200	铜仁地区
522300	黔西南州
522400	毕节地区
522600	黔东南州
522700	黔南州
529900	贵州省未知
530000	云南省
530100	昆明市
530300	曲靖市
530400	玉溪市
530500	保山市
530600	昭通市
530700	丽江市
530800	普洱市
530900	临沧市
532300	楚雄州
532500	红河州
532600	文山州
532800	西双版纳州
532900	大理州
533100	德宏州
533300	怒江州
533400	迪庆州
539900	云南省未知
540000	西藏
540100	拉萨市
542100	昌都地区
542200	山南地区
542300	日喀则地区
542400	那曲地区
542500	阿里地区
542600	林芝地区
549900	西藏未知
610000	陕西省
610100	西安市
610200	铜川市
610300	宝鸡市
610400	咸阳市
610500	渭南市
610600	延安市
610700	汉中市
610800	榆林市
610900	安康市
611000	商洛市
619900	陕西省未知
620000	甘肃省
620100	兰州市
620200	嘉峪关市
620300	金昌市
620400	白银市
620500	天水市
620600	武威市
620700	张掖市
620800	平凉市
620900	酒泉市
621000	庆阳市
621100	定西市
621200	陇南市
622900	临夏州
623000	甘南州
629900	甘肃省未知
630000	青海省
630100	西宁市
632100	海东地区
632200	海北州
632300	黄南藏族自治州
632500	海南州
632600	果洛藏族自治州
632700	玉树藏族自治州
632800	海西州
639900	青海省未知
640000	宁夏
640100	银川市
640200	石嘴山市
640300	吴忠市
640400	固原市
640500	中卫市
649900	宁夏未知
650000	新疆
650100	乌鲁木齐市
650200	克拉玛依市
652100	吐鲁番地区
652200	哈密地区
652300	昌吉州
652700	博尔塔拉州
652800	巴音郭楞州
652900	阿克苏地区
